gpid,comment
254,"딱 재미있는 로그라이크 탄막 게임.... 동일 장르인 ira가 생각났는데 이라보다는 (그린모드라 그런지) 훨씬 쉽게 느껴졌어요. 데모버전을 원트에 클리어 했으니깐요. 
그런데 불친절? 템 설명없이 템을 먹어야지 정보가 나오는건 원래 그런건가요!>?"
255,스토리가 그렇게 맛있다길래 기대하고 사봅니다
255,"초반 잠깐 플레이 해봤는데 강렬하네요. 좌표찍기, 마녀사냥, 선동의 달인이라니 ㄷㄷ"
255,굉장히 잘만든 게임이긴한데  중국어보이스랑  스포 때문에 말은 못하지만 취향 좀  탈거 같네요 후속작도 기대됩니다
255,중국에서 만든 게임이라 보이스는 꺼야한다는 부분이 매우 아쉽군요.
255,"귀여운 그림체와 미스테리가 공존하는 비주얼 노벨.다만, 미리 소리 설정을 통해 플레이 환경을 만들어야 함."
255,1) 미스터리라는 소재 덕분인지 게임이 지루한 부분이 거의 없었음2) 제작자가 비주얼노벨류를 많이 플레이하고 게임에 잘 녹여냈다는게 잘 느껴짐3) 플레이하다보면 특정작품에서 영향받았나하는 생각이 드는데 제작자도 알고있는지 아예 후반 챕터 제목에 그 작품 이름 박아놓음나도 좋아하는 작품이라 굉장히 반가웠음4) 대부분의 유저들이 익숙치 않은 중국어를 끄고 보이스없이 플레이할거라 생각하는데 노보이스라도 만원 이상의 값어치는 톡톡히 함 5) 아쉬운 점 - 저가겜 특성상 cg가 적음(물론  가격 생각하면 충분히 납득하고도 남음) / 팁 등에 씹덕요소가 자주 나온다는건데 익숙한 사람들은  웃고 넘어가는 요소지만 그게 아니라면 살짝 tmi라고 느낄 수 있음 / 폰 메시지에 오류가 가끔 떠서 최근에 전송된 메시지가 안 보일 때 있음 / 평소에는 괜찮은데 검은화면에 대사창이 나올때 폰트가 많이 거슬림    간단평 - 상당한 수작이고 중국어겜 또는 보이스 없는 겜 못한다 싶은 사람 아니면 꼭 추천하는 게임후속작 있다고 들었는데 빨리 한국에도 출시됐으면 좋겠네요
255,스토브 역주행으로 구매함
255,히로인들이 귀여워서 좋아요.
256,가성비게임입니다.
256,그럭저럭 할만하네요?
256,퍼즐 게임이라 시간 때우기용으로 괜찮네요. 어렵지도 않고
256,오 좋아요 ㅎㅎ
256,저렴한 값에 즐기는 가벼운 퍼즐
256,좋습니다.
256,라이브러리 채우기로도 좋고 그냥 하기에도 괜찮은 겜
256,저렴하게 잘 즐겼네요.
257,재미있어 보여서 구매했습니다.
257,가성비게임입니다.
257,쿠폰 잘 썼습니다!
257,재미있는 퍼즐게임
257,킬링타임용으로 좋을꺼같아요
257,간단하게 즐기는 용도의 퍼즐. 평타는 칩니다.
257,재미있어요
257,좋습니다.
257,파이프를 연결해서 목적지까지 연결하는 퍼즐게임 가성비 게임이네요.
258,재밌게 플레이했습니당 스토리도 재밌어서 몰입이 잘되고 전투씬이 화려해서 보는 맛이 있었어요 !좋은 게임 만들어주셔서 감사합니다
258,에리루트...에리도 매력적이긴한데 이루카NTR당한 느낌이라 영....세계를 갈아탈때마다 기억이나 기존 세계가 완전 바뀌는것도 아니고 스토리 상에서도 뭔가 여지가 있다보니 뭔가 뭔가네요이루카 꿈에서도 자꾸 이전세계 기억 떠오른다카고 그나저나 에리루트는 에프터 스토리가 없나봅니다...? 본편 다봤는데 에프터 스토리가 안뜨네
258,게임은 흥미로우나 솔직히 굿즈 스크레치 조금 많이 귀찮음 그리고 랜덤 일러라 아쉬움
258,업데이트 기대합니다.
258,이제 dlc는 두개정도 더 나오나요?
258,다음 dlc는 언제 나오나요?
258,설정 부분은 본편에 더 많았으면 합니다.
258,"본편 이야기는 세계관 설명이 거의 없고 개발자가 설명한거 찾아봐야 하는데이번 DLC에서는 악마와 신의 자녀 대결 구도가 제대로 나온 편이었습니다루시퍼 대리인 악마 천사장과 신의 대리인 이비, 신의 자녀 대결 재미있었어요루시퍼가 진짜 사악한걸 느낄 수 있는 편이었습니다"
258,"스토리가 진행될수록 루시퍼와의 대립관계에서 일어나는 일들이 흥미진진하게 전개가 되네요.그 전개에서 자연스럽게 해당 루트의 히로인과 남주가 연결되는 흐름도 괜찮았고요.다만, 이런 과정에서 이비가 너무 많은 것을 짊어지고 있는 것은 아닌가 하는 느낌이 드는데..어떻게 진행될지는 앞으로의 남은 이야기를 통해 알게 되겠죠?중간까지는 메르헨이 생각보다 에리보다 눈에 띄어서 의아했는데,후반부로 갈수록 오히려 에리쪽에 포커스를 두어서 메르헨의 존재도 각인 시키면서, 에리와의 이야기도 잘 풀어낸게 좋았다고 생각합니다."
259,퍼즐 잘 못해서 별로 좋아하지 않는 편인데이 게임은 퍼즐의 직관적인 이해도 쉽고 조작 난이도도 높지 않아서 안심하고 플레이할 수 있었습니다 그림도 깔끔하고 의외로 표정 변화도 좀 있네요절묘한 부분에서 끊어집니다
259,+쉽고 간편한 조작+2d 픽셀이지만 세련된 느낌의 아트+발랄한 느낌의 bgm그리고 단순하면서도 머리를 적당히 굴려야 되는 퍼즐과 스토리가 조화되어 맛있는 게임성을 만들어낸 것 같습니다. 컨씬 연출도 상당히 신경쓴게 보이고 효과음이나 일부 감탄사 등에 음성이 들어가 있는 등 갖출건 다 갖추고 있는 퍼즐 게임이네요.스테이지마다 짧막하게 스토리를 넣어놔서 빨리 이 판을 끝내고 다음 스토리를 보고 싶게끔 만들어 놨습니다. 스토리와 퍼즐의 내용도 연관이 되기에 재미와 몰입도를 다 챙긴 것 같네요. 단순히 퍼즐 방식 외에 이런 적절한 조합을 통해 재미를 끌어낼줄은 몰랐습니다.
259,스토리가 생각보다 맛있는 퍼즐게임퍼즐을 별로 좋아하지 않은 저라서 솔직히 슬데가 고통스럽지 않을까 싶었는데 난이도가 그렇게 어렵지 않고 스토리를 통해서 이 게임의 퍼즐시스템을 이해하고 클리어해서 개발자가 만들어 놓은 다양한 스테이지를 클리어 할 수 있게 한 점이 훌륭했습니다.BGM도 신나고 좋았습니다.아쉬우점이 조금 있지만 다듬고 나온다면 좋은 게임이 될거라는 생각이 듭니다.
259,정말 재미있었습니다! 정식 출시 기대하겠습니다
259,와.... 스토리 끊는부분 진짜 너무했다
259,퍼즐 게임 재미있고요 진짜 어렵네요
259,퍼즐게임이  재미있네여
259,"스토리 조금, 퍼즐의 반복이라 감질나긴 했지만 재밌게 했어요.캐릭터들도 귀엽고요!하드 모드는 찍먹만.."
259,빡빡한 퍼즐게임입니다! 스토리 미션의 경우엔 거의 답이 정해져있어서 타이트하지만 깼을 때는 기분이 좋아요.
259,"스토리 모드와 퍼즐 모드를 구분함으로써, 입문자는 스토리 모드로 간단하게 퍼즐을 접할 수 있고,퍼즐에 관심이 많은사람들은 퍼즐모드로 퍼즐을 즐길 수 있도록 구분한 점이 좋다고 생각합니다."
260,"피격판정이 어떻게 되는지 조금 알기 어려웠어요.
먹을 것들이 종종 화면 아래쪽(화면 바깥쪽?)에서 생기는데 먹으러 가기가 애매했어요.
엔딩이 따로 있는 건지는 잘 모르겠어요. 일단 성장을 할 수 있는 만큼 했는데 그 이후 진행이 어떤지 모르겠네요.
엔딩이 없다면 괜찮아요. 
아기자기한 그래픽에 쉬운 조작이 참 좋았던 것 같아요.
유령이 너무 귀여웠어요.
재밌게 플레이하고 갑니당 :)"
260,단순하지만 난이도가 있어서 흥미진진
260,"캐릭터가 귀엽고 옛날 뱀 게임이 생각나는건 좋지만, 부 크기를 업그레이드하는데에 대한 메리트가 느껴지지 않았습니다 ㅠ"
260,캐릭터가 귀여워요! 근데 계속하면서 엔딩은 언제 나오지 했는데 안 나오는건가요? ㅠㅠ 그럼 적어도 게임오버시 최종 스코어라도 나오게 했으면 좋았을 거라고 생각합니다.
260,"귀여움 하나만으로도 충분히 해볼 그림체, 단순한 게임성(뱀게임,지네게임)으로 재밌게 플레이했습니다.

부 업그레이드는 5씩 몇번하다보면 더이상 진행없고
속도 업그레이드는 3 5 8 딱 3번이후 없습니다

유령은 꼬리에 닿아도 하트가 소모되고
차오르는 물에 닿으면 하트가 소모되고
하트가 다 깍이거나 체력이 다하거나 거대한 유령밖으로 나가거나 꼬리에 부딪힐수 바로 사망합니다.

짧은 엔딩이라도 있었으면 더 좋았을텐데 계속 진행해도 아무것도 안나와서 그 점 아쉬웠네요"
260,"그림 정말 귀여워요~
앞으로도 재밌는 게임 많이 만들어주세요!! 화이팅~:)"
260,"유령이 너무 귀엽고 요즘 폭력성 게임이 너무 많아 아이들에게 안좋은 영향이 많은데 
순수함이 묻어나는 게임이라 추천합니다"
260,캐릭터가 귀엽고 재있음
260,너무 귀엽고 잼있음~♡
260,하찮지만 소중한 Boo를 닮은 하찮고 귀여운 게임.....♡
261,그냥 슬프고 웃기고 귀여움
261,이 겜  나올떼 군대에 있었네요. 시작이 ps2로 나왔었다는데  모르고  있었다능...애니 로만 봤었는데  애니가  게임 배경이었다니....  한글화한 스토브에 감샤를...
261,애니로 이름만 들어봤던 작품인데 이번에 스토브에서 한글화로 발매한데다 할인까지 하길래 구매했습니다~
261,이거거든~
261,그냥명작그자체입니다. 어릴때이거하다 울었음
261,진짜 일본어판 꾸역꾸역 했던 기억이 있는데이번에 스토브 덕분에 정식 한글을! 그것도 할인된 가격으로!~DLC 합본팩으로 전부 질러버렸습니다.이 명작을 한글로 즐기게 해줘서 감사합니다.
261,애니로 나올 정도로 명작이라고 해서 지름...
261,플스4로 이미 다 씹고 뜯고 맛보고 즐겼지만 PC 한글소식은 못참고 질렀습브니다. ㅎㅎ 칭송받는 자 시리즈는 제 인생작입니다.
261,명작은 스토리를 알아도 명작입니다. 지금은 DLC 합본팩을 주저 없이 구매할수 있게 될 만큼 성장해서 다행이네요. 재밌게 하겠습니다. 한글화 출시 감사합니다.
261,DLC 합본팩 구매한유저입니다! 지금 1편 하는중인데 역시 명작! 재밌네요 2편 3편도 재밌게 즐길꺼 같습니다 ㅎㅎ
262,진짜 간만에 느껴보는 비주얼 노벨 게임이였습니다. 친구한테 추천해줬더니 친구도 재미잇게 플레이 하고있습니다! 한가지 아쉬운건 배경화면 이 똑같은점이 똑같습니다.ㅠ 다음 게임때에는 더 좋은 스토링와 그래픽으로 나올것을 또 기대하겠습니다!
262,두 버전 중에서 워터파크 버전 먼저 플레이 해보았는데 라이브2D가 기존 비쥬얼 노벨과 색다른 느낌이라서 어색하지 않을까 걱정했지만 생각보다 높은 퀄리티를 보여주면서 만족스럽게 플레이했습니다. 텀블벅에서 후원할때부터 기대를 많이 했던 게임인데 그 기대를 훌쩍 넘은 결과물을 보여주시니 다음 작품도 기대가 되네요. 좋은 작품 감사합니다.
262,"너무 재밌게 플레이했습니다!애프터 스토리를 제외한 플탐은 오토모드 기준 대략 6시간정도 되는것 같아요.비주얼 노벨을 많이 해보진 않아서 다른게임과 비교하기엔 조금 힘들지만 보통은 캐릭터 일러스트에서 표정이나 행동변화정도로만 진행되는데, 라투디로 진행하다보니 좀더 몰입감이 좋은 것 같더라구요.중간중간 나오는 일러스트들도 예쁘게 잘 뽑혔고, 스토리도 개인적으로 마음에 들었습니다!주인공 성우님이 제가 좋아하는 성우님이라 더 마음에 들기도 했어요.조금 아쉬웠던 점은 스토리에 맞게끔 나오는 뒷배경 몇개가 다른게 있어서 그 순간의 몰입감이 조금 흔들렸다는 점?미니게임의 다양성은 호불호가 있긴 하겠지만, 스킵기능이 있다는걸 감안하면 다른 게임도 추가되면 좋을 것 같았습니다!그리고 트루엔딩을 보고난 후 메인화면 배경이 다르게 바뀌는 방식도 괜찮을 것 같았어요.플레이하면서 스토리의 큰 틀은 대충 짐작이 갔는데, 상세한 부분에서 생각하지 못했던 내용들도 많았고 조금 충격적인 부분도 있어서 놀라기도 하고 그래서 더 재밌게 즐겼던 것 같았습니다!"
262,호러하우스 먼저 플레이했지만 너무 재미있는 게임 감사합니다
262,라이브 2D를 엥간한 게임들 보다 자연스럽게 구현했다는 점히로인의 비주얼이 역대 최고급인 것이렇게 2개가 괜찮아서 끝까지 봤으나 대화창 숨기기 기능의 부재 등등 디테일들에서 개선이 필요한 부분들이 보였고스토리도 조금 보완됐으면 하는 느낌이 있었습니다. 그래도 이정도면 만족하면서 플레이했습니다.
262,"라이브 2D 적용하시느라 수고하셨습니다. 덕분에 새로운 느낌으로 비주얼 노벨 게임을 플레이했습니다.약간의 아쉬운 점이라면 대사를 가릴 수 있는 단축키 존재 유무라던가, 자막의 dim 불투명도를 따로 조절할 수 없다는 점이 있겠네요. UIUX 편의성을 고려해주신다면 더욱 좋을 듯 합니다. 감사합니다."
262,라이브 2d 덕분에 보는 내내 생생함이 커서 좋았습니다.스토리에 대해서는 다른 히로인의 루트는 없지만 왕녀님의 이야기에 집중해서 풀어낸 순애의 스토리가 좋았습니다.엔딩은 트루 엔딩을 노말 엔딩보다 먼저 보았는데 트루 엔딩의 내용을 먼저 봐서인지 노말 엔딩을 볼 때 묘한 여운이 있었습니다.스토리 중 주인공을 대하는 흑기사의 태도 등 아쉬운 부분이 없진 않았지만 충분히 만족스러웠습니다.
262,"오랜만에 순애 라는 정석 루트의 게임을 제대로 즐긴 것 같았습니다.추석 연휴 기간에 나름 마음 따뜻해지는 그런 기분을 느낄 수 있는 게임이라서 좋았구요.다만 이 게임도 아쉬운 점이 없진 않았기 때문에 장,단점을 간략하게 작성해보고자 합니다.1. 장점- 정말 수준급 라투디.. 이건 너무 마음에 들었습니다. 게임 플레이 하는 내내 눈이 호강하는 기분이 무언지 알겠더군요.- 여주인공.. 유설영의 캐릭터 디자인도 그렇고 중간 중간 나오는 의상씬들은 너무 마음에 들었습니다.- 스토리 전개가 더하지도 덜하지도 않은 딱 괜찮은 수준의 스토리 텔링이라 그 점도 마음에 들었습니다.2. 단점- 중간에 나오는 미니 게임. 뭔가 미니 게임에 대한 다른 특이점이 없다는 건 아쉬웠습니다.- 또한 인형이나 다른 소품들에 대해 좀 더 퀄리티 있게 그려줬다면 어땠을까 하는 아쉬움이 있습니다.그리고 뭔가 상담 선생님과의 루트도 나중에 후속작으로 한번 만들어주시면 좋지 않을까 싶은 생각도 드네요.물론 그렇게 되면 설영과의 루트는 배드 엔딩으로 가겠지만, 뭐 그것도 또 하나의 다른 세계선이라는 걸로 해서~아무튼 지금은 워터파크 에디션으로만 즐기고 작성한 후기 인데 남은 연휴 기간 호러 에디션도 즐겨봐야겠습니다!"
262,국산 비노벨에서는 라투디는 매우 손꼽히는데 이 게임에서의 라투디는 정말 수준급으로 잘 뽑혔다고 생각합니다. 일러는 별소원 때보다도 더 좋아져서 더욱 보기 좋았습니다. 스토리가 사실 제목과는 다른 반전인 내용인 점도 나름 잘 활용된 것 같아서 어떻게 보면 원하는 방향이 아닌 사람들도 있을 순 있겠지만 저는 개인적으로 충분히 좋았다고 생각합니다.단지 아쉬운 점은 외출에서 영화관이나 매장 등의 배경이 뜬금없이 똑같이 사용된 것이 뭔가 기운 빠지는 것 같은 느낌? 이 드는 것 같아서 조금 아쉬웠습니다. 그리고 머리카락 색에 대한 내용은 개연성이 살짝 떨어지는 것 같아서 아쉽긴 했네요. 그럴 정도로 아팠으면  도중에 몸이 안 좋아서 연약한 듯한 모습을 넣거나 아예 나아져서 머리 색이 돌아왔으면 더 낫지 않았을까 싶네요.고삼고삼이랑 별소원에 이은 이번 신작 무척 재밌게 즐겼고 다음 작품도 기대하겠습니다! 화아팅!!
262,오랜만의 비주얼 노벨 플레이였는데 라이브 2d 가 사용된 게임은 노벨 장르는 처음 해봐서 그런지 저는 마음에 들었고 일러스트도 잘 그려서 눈이 즐거웠습니다.이런 장르 경험이 꽤 있어서 복선과 스토리 예측이 예상 가능했는데 알면서도 감동을 느끼는건 시나리오와 음악 일러스트가 잘 어우러진 것이 큰 것 같습니다.장점이자 아쉬운건 5시간이면 클리어 가능한 분량이라 쉬지 않고 할 수 있어서 몰입감이 좋았습니다. 다만 이를 위해서 다른 게임에서도 많이 볼만한 장면들을 과감하게 스킵 한 부분들이나 엑스트라들 비중이 진짜 스토리 진행에 꼭 필요한 부분만 등장시켜서 플레이 타임을 짧고 굵게 가져간것 같은데 이 때문에 매력적인 케릭터 이야기가 너무 빨리 끝나서 아쉽네요.1인칭 위주 진행이라.. 주인공 시점만 보여주는데(이건 스토리상 어쩔수가..) 추가 dlc로 왕녀님 시점에서 진행되는 스토리를 만들어주시거나 나중에 디렉터즈컷으로 10시간 정도로 늘린 버전도 언젠가 나왔으면 좋겠네요(after 스토리가 더 필요합니다 ㅎㅎ)
263,"가볍고  잔잔하게  할  수  있는,  무료이면서  어느  정도는  때깔을  갖춘  게임.  모바일로  엔딩까지  봤는데  더  지루해지기  전에  결말을  잘  냈다고  생각합니다."
263,따뜻함이 느껴집니다.
263,고 3 수능 끝나고 휴대폰으로 하던게 생각이나 다시 해봐야겠네요. 잔잔하고 아름다운 스토리였던걸로 기억합니다.
263,기대됩니다!
263,. 감사합니다.
263,내가 고자라니!
263,슬픈 이야기는 싫어하지만 한번 사봤습니다.
263,행불행 덕분에 관심을 갖게된 게임. 무료임에도 훌륭한 스토리로 칭찬받아 마땅한 게임!
263,슬픈 이야기에 눈물 흘리게 되는..ㅠ 덕분에 정말 재밌게 했습니다 감사합니다
263,재밌게했습니다. 감사합니다.
264,그럭저럭 무난한 스토리
264,모바일로 재미있게 했던 기억에 PC버전도 구입했어요!
264,재미있어 보이네요.
264,데자부 해보고 구매합니다.
264,약간 옛날 감성의 미연시 같았습니다.중간 중간에 다소 과하게 느껴지는 대사 및 연출이 있어서 탈주했습니다.ㅠ그림체는 정말 예뻐요
264,"옛날 맛집이라고 하여 먹어봤습니다.역시 보증된 맛이었습니다.유린. 무서운 아이.타임 루프라는 소재를 사용하고 있지만 사실그 부분을 건너뛰고 생각하자면이 이야기는 첫사랑. 즉 이제 막 사랑을 시작한.. 어리숙하고 가끔 상대방을 상처주기도 하고, 사랑은 하지만 그것을 어떻게 적절하게 표현해야 할지 모르는 그야말로 소년 소녀의 풋풋한 사랑이야기입니다."
264,모바일로 플레이 했었던 추억으로 구매
264,"테일즈샵의 초기 작품 중 하나. 원래 모바일로 출시했었고 당시에 플레이했었으나 PC로도 나왔다. 스토리는 미래로부터 자칭 여친이라는 인물이 나타난 벌어지는 일들을 그리는 데, 루프물이며 엔딩은 슬프다. 단편 비주얼 노벨로는 더할나위 없이 좋다. 그러나 작품도 2016년작이고 모바일 선출시라 그런지 PC판에서는 UI나 편의성 부분이 많이 불편하며, 해상도나 더빙 음질도 떨어지니 이 부분은 유의해야 된다."
265,"요즘 핫한 AI, 로봇 쪽 비노벨이라 기대되네요!"
265,재미있어 보입니다.
265,"로봇에 대한 가치관을 상기시켜준다.작중에서 가장 인간다운 인물을 꼽으라고하면나는 루시를 선택할 것이다.로봇에 관한 이야기는 이미 수많은 매체로 접할 수 있지만,조금 평범할 수도 있는 전개 방식 속에서도 루시가 가진 생각. 가치관이의미가 있는 작품이었던 거 같다.오토세이브가 없다는 사실이 매우 슬프게만 느껴진다."
265,무난하게 재밌었음
265,미연시 게임은 어렷을떼 이후로 안해봐서  잘모르겟네요.  후기보나 좋은 게임인듯 합니다.시간나면 진득하게 해보겟습니다.
265,스팀에서 먼저 출시된 루시.....스토브에서도 만나보세요!!!애뜻하고 따뜻한 순애가 테마랍니다!
265,이게임은 2016년에 나온 게임인데 모바일 버전이 리메이크 되서 PC버전으로 나온걸로 알고 있어요 맞나요?
265,슬프지만 충분히 할만한 게임
265,게임 후기가 좋아서 구매해봤습니다. 게임 로봇 나오도 안드로이드스포는 적기 싫으니 바로 구매해서 즐겨 보세요. 의외로 출시일은 22년인데게임 카피라이트 하단은 2016인가 나와서 그런지 놀랬습니다.
265,스팀에서 가장 유명한 루시....! 이번에 핫딜로 구매하게 되었습니다.즐기겠습니다.로봇 순애 가즈아아아
266,게임 자체는 정말 재밌고 플탐도 엄청나게 긴데다 다회차 요소도 있어서 추천합니다 근데 게임 최신 버전 대응좀 해주세요 최신버전과 차이도 좀 날뿐더러 단순히 버그픽스 정도가 아니라 컨텐츠 업데이트도 있어서 최신 패치가 간절합니다...
266,왜 버젼이 업데이트가 안 되어 있나요? 스팀이랑 너무 차이나는데...
266,게임 버전이 낮은거 같은데 업데이트나 패치는 어디서 하나요?
266,고디안 퀘스트 재밌습니다. 카드게임은 하스스톤으로 첨 해봤었는데 롤플레잉에 카드덱빌드를 접목시킨 게임은 처음이라매우 매우 신선한 재미로 다가왔어요 모듈판 조립식 스텟꾸미는거도 신선하고 진심 재밌고 희한한 게임입니다
266,로그라이트 덱 빌딩 게임이지만 나름의 스토리를 갖추고 있습니다. 도시에서 여러 인물들과 상호작용하며 대화하는 부분이 좋네요. 로그라이트나 로그라이크 대부분 스토리가 없어 플레이 동기가 약하다고 느꼈었거든요. 이 게임은 그 부분을 보완한 것 같습니다.동료의 수나 타입도 여러가지라 나만의 팀을 꾸리고 다양한 전략을 짜는 맛이 있네요. 덕분에 다회차도 즐겁게 할 수 있을 것 같습니다. 장르 내에서 게임성 부분은 인정을 받은 부분이라 덧붙일 말은 별로 없지만 나름 스토리를 붙인 탓인지 진행이 약간 루즈하달까요. 유독 더 정적인 느낌이 강하기는 합니다. 이 부분만 감안하고 좀 느긋하게 팀을 정비하고 어떤 동료로 어떤 전략을 짤지 다양한 시도를 해본다면 아주 마음에 드실 겁니다.사놓고 묵혀놓고 있던 중인데 후기 보상 이벤트 덕에 오랜만에 다시 해보고 얼마나 재미있는 게임인지 다시 한번 느꼈네요. 시간 내는게 쉽지는 않지만 조만간 시간내서 다시 해볼 예정 입니다.
266,할인으로 싸게 사서 잼나게 플레이 했습니다. 오우 좋아요 이런게임!!
266,제발 스팀에서 사세요 제발
266,고디안 퀘스트 재밌습니다. 선택지를 확률로해서 매번 새로운 경험을 주는것도 한 몫합니다.
266,왜 후기가 작성이 안되는지 모르겠넹;;;
266,초반부에 이것저것 알려주는게 좀 많아서 이것만 잘 버티면 게임 재밌게 즐길 수 있어요 재밌네요!
267,캐릭터가 너무 이쁘고 게임 방식도 알기 쉬운데다가 캐릭터마다의 대화가 너무 재밋었어요.대화속도가 좀더 빨랐으면 하고 만약에 내가 정한 답이 틀렷다면 바로 뭐를 빠뜨렷는지 알려줬으면 좋겠어요.그리고 요리할때 부재료의 특성을 알려줘야 할거같아요.정식출시가 너무 기다려지는데 언제쯤 정식출시가 될까요?
267,이쁜 캐릭터에 분위기도 좋고 게임도 재미있어요아쉬웠던 점-의뢰 검토 시 캐릭터들과 대화하는 속도가 좀 답답했어요-요리 시 부재료로 무엇을 넣어야 할지 모르겠어요
267,21:9모니터 사용중인데 의뢰내용도 안보이고 해상도대응이 조금 덜된것같네요 ㅜㅜ플레이가 일단은 너무 불편해서 멈췄어요수정 부탁드립니다!
267,어렵고 복잡하게 만들던 가볍게 쉽게 만들던  상관 없다고 생각 드네요.(간단하게 생각하면.. 어차피 취향만 맞으면 살 사람은 살듯)인터페이스도 주변 배경 분위기랑 맞고 너무 좋은 거 같아요.퍼즐 요소는 가볍고 부담 안 되는 선에서  제작 되어있으니(데모 버전이라서 그렇겠네요)뭐.. 나중에 가면 조금 더 복잡한 요소가 나와서 더욱 더 재미있을 거라고 기대하겠습니다.(이거 딱 제작자만 죽어 나갈 거 같은데..?)저라면 이 게임 너무 마음에 들어서 바로 구매 할 거 같네요...가장 중요함!정식 출시일은 멀었죠..?
267,캐릭터들도 너무 예쁘고  브금도 게임 분위기랑 잘어울려서 더 몰입하게 되는 거 같아요. 진짜 너무 재밌음!!!ㅠ
267,판타지 배경이면서도 특이한 컨셉의 게임이었습니다넘어갈 때 좀 더 속도감 있었으면 더 좋을거 같네요
267,"매우 MZ한 게임이었군요, 아정요라니.재밌게 즐겼습니다.덧글에 다른 분들이 이미 많은글 남겨줘서 말할게 별로 없지만요리할때 리듬겜 요소나 빠른버튼입력 있으면 재밌을거 같습니다.그리고임무과정에서 생기는 일을 수주자 입장에서 체험 해 볼수 있는 기능도 있으면 좋겟슴다."
267,눈나ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ정식 출시 후 나올 대륙과 평판과 호감도 이벤트가 너무 기대됩니당
267,"(캐슬리 너무 귀여워...)정말 좋은 게임이고 페이퍼 플리즈형 시뮬 게임을 좋아하는 입장에서 정말 잘 즐긴 게임이었고 정말 기대가 되는 게임입니다. 개인적으로는 페이퍼 플리즈와 발할라,커피톡을 합친듯한 게임 방식과 모험과들과의 티키타카가 굉장히 좋아 정식 출시가 정말 기대가 됩니다. 일단 캐릭터 담당이신 분은 진짜..b단점이라면. 데모라서긴 하지만. 지금 퍼즐 구조 그대로만 진행된다면. 너무 단조로울거 같습니다. 규칙이 추가되면서 복잡성을 늘릴 수 있는 방식이 필요할 것 같습니다. 모험가 길드라는 컨셉에 맞게 소속 모험가들을 관리하는 느낌을 더 살려는 방향으로. 보상 지급 외에도 규정 어긴 모험가 처벌 수위 결정,  모험가 의뢰 배당, 의뢰자의 모험가에 대한 민원 접수, 예산 관리(의뢰 보상금을 줄 수 있는 한도가 정해져있다거나 가지고 있는 아이템을 수완에 따라 현물 지급할수 있다거나..),  모험가 간의 갈등 중재 등. 이 내용 전부는 아니더라도 공무원 같은 입장을 더 몰입하게 해주는 관리, 특히 경영 요소가 더 자세했으면 좋을 거 같습니다.잘못된 대응을 했을때 피드백이 좀더 세밀했으면 좋겠습니다. 모험가의 즉각적 반발, 경고문등. 단순하게 몇 명으로 나누는 것은 어떤 부분에서 잘못되었는지 알아차리기 어렵고 피드백이 빠르지 않습니다일부로 평판 떨어져도 캐릭터가 안타까워서 승인 처리를 해주게 되는 경험을 했는데. 이게 이 게임의 매우 특별한 강점이라고 생각됩니다.  이 부분을 살려서 모험가와의 호감도를 쌓고 각각 인물과의 인연이 이어지는 요소가 있으면 좋을 거 같습니다.  이런 걸  모험가가 기억하고 있다가 플레이어에게 어려움이 닥쳤을때 도와준다거나, 기피하는 의뢰에 일정 호감도 이상 모험가가 자원한다거나 하는 등. 모험가와 플레이어간의 상호작용 요소를 강화하면 굉장히 특색있는 매력적인 게임이 될 수 있을거 같습니다. 좋은 게임 기대하고 응원하겠습니다"
267,화면 비율 문제인지 정보들이 다  겹치거나 한쪽만 보여서 당장은 플레이가 힘들어보이네요
268,최고의 기대작입니다 !!!
268,슬데 1차에 이어 2차도 참가했습니다.슬데 1차 때보다 훨씬 게임이 좋아진 것 같고 유니크 메이드들이 이벤트나 스토리를 진행하면서 영입되는게 참 좋았습니다.1차 슬데 참여한 보람을 많이 느끼면서 플레이 했네요. 재밌었습니다.
268,1차에 비해서 편의성이나 여러가지 기능이 추가된 점은 긍정적으로 보입니다.여전히 아쉬운 점이 있는데 생각보다 플레이가 여전히 단순하다는 점특히 메이드 부분은 많은 부분이 추가된 것 처럼 보여도 여전히 플레이 방법은 큰틀에서 벗어난 것은 아니라서장기적으로 플레이시 반복되는 플레이에 지루함을 느낄 수 있다는 점은 여전한 것 같습니다.영업파트에서 테이블을 늘린다거나 돌발이벤트 같은 것이 좀 더 많아졌으면 좋겠습니다.
268,전체적으로 재미있는 스토리와 참신한 소재로 기대되는 작품입니다!앞으로 어떻게 변화해갈지 기대되네요!
